"";"DisNo.";"Historic";"Classification Key";"Disaster Group";"Disaster Subgroup";"Disaster Type";"Disaster Subtype";"External IDs";"Event Name";"ISO";"Country";"Subregion";"Region";"Location";"Origin";"Associated Types";"OFDA Response";"Appeal";"Declaration";"AID Contribution ('000 US$)";"Magnitude";"Magnitude Scale";"Latitude";"Longitude";"River Basin";"Start Year";"Start Month";"Start Day";"End Year";"End Month";"End Day";"Total Deaths";"No. Injured";"No. Affected";"No. Homeless";"Total Affected";"Reconstruction Costs ('000 US$)";"Reconstruction Costs, Adjusted ('000 US$)";"Insured Damage ('000 US$)";"Insured Damage, Adjusted ('000 US$)";"Total Damage ('000 US$)";"Total Damage, Adjusted ('000 US$)";"CPI";"Admin Units";"Entry Date";"Last Update"
"127";"2016-0256-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Butchoy (Nepartak)";"CHN";"China";"Eastern Asia";"Asia";"Fujian Sheng province";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;7;9;2016;7;9;69;NA;NA;24900;24900;NA;NA;NA;NA;1511160;1842646;82,010330903136;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""}]";"2016-08-02";"2023-09-25"
"128";"2016-0340-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Shandong Sheng, Henan Sheng, Fujian Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hebei Sheng, Nei Mongol Zizhiqu, Gansu Sheng, Qinghai Sheng provinces";NA;"Flood|Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;9;8;2016;9;13;NA;NA;6000;NA;6000;NA;NA;NA;NA;175000;213388;82,010330903136;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2016-10-31";"2023-09-25"
"129";"2016-0342-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Ferdie (Meranti)";"CHN";"China";"Eastern Asia";"Asia";"Fujian Sheng province";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;9;15;2016;9;15;NA;NA;205500;NA;205500;NA;NA;101000;123155;2300000;2804525;82,010330903136;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""}]";"2016-10-31";"2023-09-25"
"130";"2016-0350-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Megi";"CHN";"China";"Eastern Asia";"Asia";"Quanzhou district (Fujian Sheng province), Sucun village (Quzhou district, Zhejiang Sheng province), Baofeng village (Lishui district, Zhejiang Sheng province)";NA;"Slide (land, mud, snow, rock)";"No";"No";"No";NA;119;"Kph";NA;NA;NA;2016;9;28;2016;9;28;35;NA;36000;NA;36000;NA;NA;NA;NA;830000;1012068;82,010330903136;"[{""adm2_code"":13009,""adm2_name"":""Quanzhou""},{""adm2_code"":13326,""adm2_name"":""Quzhou""},{""adm2_code"":13329,""adm2_name"":""Lishui""}]";"2016-11-14";"2023-09-25"
"131";"2016-0363-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";"GLIDE:TC-2016-000108";"Typhoon Karen (Sarika)";"CHN";"China";"Eastern Asia";"Asia";"Hainan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;10;16;2016;10;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;890000;1085229;82,010330903136;"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]";"2016-11-16";"2023-09-25"
"132";"2016-0371-CHN";"No";"nat-met-sto-sto";"Natural";"Meteorological";"Storm";"Storm (General)";NA;"Typhoon Carina (Nida)";"CHN";"China";"Eastern Asia";"Asia";"Guangdong Sheng province";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;8;2;2016;8;2;NA;NA;18000;NA;18000;NA;NA;NA;NA;123000;149981;82,010330903136;"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""}]";"2016-11-17";"2023-09-25"
"133";"2016-0373-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Fujian, Jiangxi, Henan, Hubei, Hunan, Sichuan, Guizhou, Yunnan, Hebei, Shanxi, Heilongjiang, Nei Mongol Zizhiqu, Liaoning Sheng provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;8;4;2016;8;7;23;NA;14400;NA;14400;NA;NA;NA;NA;23000;28045;82,010330903136;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2016-11-17";"2023-09-25"
"134";"2017-0110-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Jiangsu, Henan provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;3;1;2017;3;1;7;33;41100;NA;41133;NA;NA;NA;NA;28000;33430;83,7572545519631;"[{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""}]";"2017-04-21";"2023-09-25"
"135";"2017-0143-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Chongqing, Henan, Hubei, Shaanxi, Sichuan provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;4;15;2017;4;17;NA;NA;5000;NA;5000;NA;NA;NA;NA;2e+05;238785;83,7572545519631;"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]";"2017-05-18";"2023-09-25"
"136";"2017-0214-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Hubei, Hunan, Chongqing, Sichuan, Guizhou, Yunnan, Guangxi";"Mei-Yu";NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;5;20;2017;5;24;9;NA;NA;6000;6000;NA;NA;NA;NA;61000;72830;83,7572545519631;"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2017-06-28";"2023-09-25"
"137";"2017-0281-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical Storm Talas";"CHN";"China";"Eastern Asia";"Asia";"Hainan Island";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;7;16;2017;7;17;NA;NA;30000;NA;30000;NA;NA;NA;NA;3600;4298;83,7572545519631;"[{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]";"2017-07-26";"2023-09-25"
"138";"2017-0284-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Hebei, Shanxi, Liaoning, Jilin (Jilin City), Heilongjiang, Shaanxi, Gansu, Ningxia Hui";"Thunderstorm";"Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;7;13;2017;7;17;36;NA;174300;NA;174300;NA;NA;NA;NA;3400000;4059350;83,7572545519631;"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""}]";"2017-07-31";"2023-09-25"
"139";"2017-0286-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Chen village in Taiping town, Yunnan, Guangxi Zhuang, Chongqing, Sichuan, Guizhou";NA;"Hail|Slide (land, mud, snow, rock)";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;7;14;2017;7;21;19;NA;13500;900;14400;NA;NA;NA;NA;76000;90738;83,7572545519631;NA;"2017-07-31";"2023-09-25"
"140";"2017-0326-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Nesat & Haitang";"CHN";"China";"Eastern Asia";"Asia";"Fujian province";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;8;3;2017;8;3;NA;NA;13200;600;13800;NA;NA;NA;NA;57000;68054;83,7572545519631;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""}]";"2017-08-07";"2023-09-25"
"141";"2017-0352-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon 'Hato'";"CHN";"China";"Eastern Asia";"Asia";"Southern, Guangdong, Guangxi Zhuang, and Fujian Provinces (Guanghai, Guangdong towns, Zhuhai, Shenzhen), Guizhou and Yunnan";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;8;24;2017;8;24;8;373;NA;21900;22273;NA;NA;250000;298482;3500000;4178743;83,7572545519631;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2017-08-25";"2023-09-25"
"142";"2017-0485-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical storm 'Pakhar'/'Jolina'";"CHN";"China";"Eastern Asia";"Asia";"Guangdong, Fujian, Guangxi Zhuang, Hainan, Yunnan";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2017;8;27;2017;8;27;12;NA;300;NA;300;NA;NA;NA;NA;56000;66860;83,7572545519631;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2017-11-23";"2023-09-25"
"143";"2018-0050-CHN";"No";"nat-met-sto-bli";"Natural";"Meteorological";"Storm";"Blizzard/Winter storm";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Anhui, Chongqing, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Shanxi, Xinjiang";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;1;2;2018;1;5;21;NA;2500000;3700;2503700;NA;NA;NA;NA;854000;995303;85,8030260572654;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]";"2018-02-27";"2023-09-25"
"144";"2018-0053-CHN";"No";"nat-met-sto-bli";"Natural";"Meteorological";"Storm";"Blizzard/Winter storm";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Anhui, Hunan, Hubei, Jiangsu";NA;"Cold wave";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;1;24;2018;1;29;2;NA;7500;NA;7500;NA;NA;NA;NA;1450000;1689917;85,8030260572654;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""}]";"2018-02-27";"2023-09-25"
"145";"2018-0118-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Jiangxi, Zheijiang, Anhui";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;3;3;2018;3;3;14;NA;177000;NA;177000;NA;NA;NA;NA;147000;171323;85,8030260572654;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2018-04-16";"2023-09-25"
"146";"2018-0201-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical storm 'Ewiniar'";"CHN";"China";"Eastern Asia";"Asia";"Guangdong, Jiangxi, Fujian, and Zhejiang provinces, Hainan Island";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;7;19;2018;7;19;14;NA;16200;NA;16200;NA;NA;NA;NA;570000;664312;85,8030260572654;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2018-07-19";"2023-09-25"
"147";"2018-0285-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon 'Maria' (Gardo)";"CHN";"China";"Eastern Asia";"Asia";"Fujian province";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;7;10;2018;7;11;NA;NA;45000;NA;45000;NA;NA;NA;NA;490000;571075;85,8030260572654;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""}]";"2018-08-09";"2023-09-25"
"148";"2018-0287-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical storm 'Ampil' (Inday)";"CHN";"China";"Eastern Asia";"Asia";"Shangai, iJiangsu, Zhejiang, Shandong, Hebei";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;7;22;2018;7;22;1;NA;18000;NA;18000;NA;NA;NA;NA;240000;279710;85,8030260572654;"[{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":922,""adm1_name"":""Shanghai Shi""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2018-08-09";"2023-09-25"
"149";"2018-0305-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon 'Bebinca'";"CHN";"China";"Eastern Asia";"Asia";"Guangdong, Hainan Provinces";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;8;15;2018;8;15;2;NA;NA;300;300;NA;NA;NA;NA;188000;219106;85,8030260572654;"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]";"2018-09-19";"2023-09-25"
"150";"2018-0309-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";"GLIDE:TC-2018-000138";"Typhoon 'Soulik'";"CHN";"China";"Eastern Asia";"Asia";NA;NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;8;22;2018;8;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;79900;93120;85,8030260572654;NA;"2019-01-02";"2023-09-25"
"151";"2018-0341-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";"GLIDE:TC-2018-000149";"Typhoon Mangkut (Ompong)";"CHN";"China";"Eastern Asia";"Asia";"Shenzhen";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;9;10;2018;9;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;770000;897404;85,8030260572654;"[{""adm2_code"":13030,""adm2_name"":""Shenzhen""}]";"2018-10-11";"2023-09-25"
"152";"2018-0347-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical Storm Yagi";"CHN";"China";"Eastern Asia";"Asia";"Zhejiang, Anhui, Jiangsu, Shandong provinces";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;8;12;2018;8;12;3;NA;2400;NA;2400;NA;NA;NA;NA;367000;427724;85,8030260572654;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2018-09-19";"2023-09-25"
"153";"2018-0348-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical storm Rumbia";"CHN";"China";"Eastern Asia";"Asia";"Shanghai, Jiangsu, Zhejiang, Anhui, Shandong, Henan";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;8;15;2018;8;17;53;NA;39600;NA;39600;NA;NA;NA;NA;5400000;6293484;85,8030260572654;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":922,""adm1_name"":""Shanghai Shi""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2018-09-19";"2023-09-25"
"154";"2018-0474-CHN";"No";"nat-met-sto-bli";"Natural";"Meteorological";"Storm";"Blizzard/Winter storm";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Guangxi, Jiangxi, Zhejiang,Hunan, Hubei, Guizhou";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2018;12;27;2018;12;31;NA;NA;1800000;NA;1800000;NA;NA;NA;NA;119300;139039;85,8030260572654;"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2019-01-22";"2023-09-25"
"155";"2019-0291-CHN";"No";"nat-met-sto-tor";"Natural";"Meteorological";"Storm";"Tornado";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Kaiyuan city (Liaoning Province)";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2019;7;3;2019;7;3;6;120;45000;NA;45120;NA;NA;NA;NA;145000;165984;87,3580067738847;"[{""adm2_code"":13188,""adm2_name"":""Tieling""}]";"2019-07-05";"2023-09-25"
"156";"2019-0387-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical cyclone Lekima (Hanna)";"CHN";"China";"Eastern Asia";"Asia";"Zhejiang and Shandong provinces";NA;"Flood|Slide (land, mud, snow, rock)";"No";"No";"No";NA;175;"Kph";NA;NA;NA;2019;8;10;2019;8;12;72;NA;108000;NA;108000;NA;NA;NA;NA;1e+07;11447148;87,3580067738847;"[{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2019-08-16";"2023-09-25"
"157";"2019-0424-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";"GLIDE:TC-2019-000102";"Tropical cyclone 'Lingling'";"CHN";"China";"Eastern Asia";"Asia";NA;NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2019;9;5;2019;9;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;131000;149958;87,3580067738847;NA;"2019-10-28";"2023-09-25"
"158";"2019-0472-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical cyclone 'Mitag'";"CHN";"China";"Eastern Asia";"Asia";"Zhoushan";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2019;10;2;2019;10;2;3;NA;NA;NA;NA;NA;NA;NA;NA;263000;301060;87,3580067738847;"[{""adm2_code"":13327,""adm2_name"":""Zhoushan""}]";"2019-11-08";"2023-09-25"
"159";"2020-0241-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";NA;NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2020;5;1;2020;5;31;20;NA;6e+05;NA;6e+05;NA;NA;NA;NA;1100000;1243842;88,4356408059335;NA;"2020-06-10";"2023-09-25"
"160";"2020-0355-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical cyclone 'Mekkhala' (Ferdie)";"CHN";"China";"Eastern Asia";"Asia";"Zhangzhou Prefecture (Fujian province)";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2020;8;10;2020;8;11;NA;NA;12235;NA;12235;NA;NA;NA;NA;161000;182053;88,4356408059335;"[{""adm2_code"":13010,""adm2_name"":""Zhangzhou""}]";"2020-08-12";"2023-09-25"
"161";"2020-0425-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical storm 'Nangka' (Nika)";"CHN";"China";"Eastern Asia";"Asia";"Hainan Island (southern China)";NA;"Transport accident";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2020;10;13;2020;10;14;6;NA;NA;NA;NA;NA;NA;NA;NA;14000;15831;88,4356408059335;"[{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]";"2020-10-14";"2023-09-25"
"162";"2021-0248-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Nantong (near Shangai); Jiangsu province";NA;"Lightening|Transport accident";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2021;4;30;2021;5;1;11;66;13600;NA;13666;NA;NA;NA;NA;2500;2700;92,5901929309929;"[{""adm2_code"":13149,""adm2_name"":""Nantong""}]";"2021-05-10";"2023-09-25"
"163";"2021-0255-CHN";"No";"nat-met-sto-tor";"Natural";"Meteorological";"Storm";"Tornado";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Hubei Province; Suzhou City (Jiangsu Province)";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2021;5;13;2021;5;15;12;249;80052;NA;80301;NA;NA;NA;NA;96000;103683;92,5901929309929;"[{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm2_code"":13148,""adm2_name"":""Suzhou""}]";"2021-05-17";"2023-09-25"
"164";"2021-0498-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typoon 'In-Fa'";"CHN";"China";"Eastern Asia";"Asia";"Zhejiang Province";NA;NA;"No";"No";"No";NA;176;"Kph";NA;NA;NA;2021;7;21;2021;7;28;5;NA;72000;NA;72000;NA;NA;NA;NA;2e+06;2160056;92,5901929309929;"[{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2021-08-12";"2023-09-25"
"165";"2021-0732-CHN";"No";"nat-met-sto-bli";"Natural";"Meteorological";"Storm";"Blizzard/Winter storm";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Tongliao City area (Inner Mongolia Autonomous Region); Liaoning, Jilin, and Heilongjiang.";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2021;11;5;2021;11;9;1;NA;5600;NA;5600;NA;NA;NA;NA;935000;1009826;92,5901929309929;"[{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm2_code"":13197,""adm2_name"":""Tongliao""}]";"2021-11-09";"2023-09-25"
